ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD20131,Navaldia,Yes,Recreation,Earth,3.533,0.15,44375.29999999999,1942.0,1991.0,0.01773,0.0,Uncontrolled,5.0,1.61,High,Not Rated,2021.0,0.1054,43.2,904.3,4.7
SOAD00226,Navaldia,Yes,Flood Risk Reduction,Earth,8.065,0.083,60894.19999999998,1965.0,2012.0,0.00985,0.0,Missing,2.0,10.233,Significant,Satisfactory,2015.1,0.122,18.4,339.5,10.559999999999999
SOAD01190,Navaldia,Yes,Recreation,Earth,5.321,0.133,63515.600000000006,1968.0,1975.0,0.00788,0.0,Uncontrolled,5.0,3.626999999999999,High,Not Rated,2020.0,0.1004,9.5,590.0,3.1
SOAD04969,Navaldia,Yes,Missing,Missing,3.854,0.073,50477.80000000002,1958.0,2005.0,0.01773,2590.049525,Uncontrolled,2.0,10.042,Significant,Unsatisfactory,2023.0,0.1767,14.6,169.9,14.239999999999998
SOAD06606,Navaldia,Yes,Flood Risk Reduction,Earth,9.137,0.067,79492.20000000001,1988.0,2008.0,0.0527959999999994,2.66329,Missing,2.0,9.967,Significant,Satisfactory,2015.3,0.1135,217.4,441.6,10.109999999999998
SOAD09548,Navaldia,Yes,Missing,Concrete,4.184,0.03,49484.79999999999,1986.0,2006.0,0.01773,2.66329,Uncontrolled,5.0,1.6499999999999986,High,Satisfactory,2022.0,0.0648,39.9,900.3,9.73
SOAD10931,Navaldia,Yes,Water Supply,Earth,8.504,0.055,29587.20000000004,1915.0,2008.0,0.01773,10.65316,Missing,1.0,2.365000000000002,High,Poor,2019.1,0.1244,41.7,670.2,16.5
SOAD11393,Navaldia,Yes,Flood Risk Reduction,Earth,6.931,0.09,74864.79999999999,1948.0,1997.0,0.0,0.0,Uncontrolled,5.0,0.16,High,Fair,2021.0,0.0739,5.1,128.3,19.689999999999998
SOAD16190,Lyndrassia,Yes,Missing,Earth,19.243,0.053,180649.99999999997,1970.0,2011.0,0.00394,0.0,Uncontrolled,3.0,0.1,High,Satisfactory,2012.0,0.0811,26.7,137.0,6.550000000000001
SOAD16710,Navaldia,Yes,Recreation,Stone,8.023,0.05,257422.70000000004,1886.0,2001.0,0.06501,47.93922,Missing,1.0,8.125,High,Fair,2018.2,0.0816,22.7,612.4,7.2
SOAD19959,Navaldia,Yes,Recreation,Earth,5.04,0.083,4161.100000000035,1909.0,2010.0,0.05181100000000072,2.66329,Missing,2.0,33.782,Significant,Fair,2019.2,0.1325,124.5,308.9,3.9
SOAD00463,Navaldia,Yes,Flood Risk Reduction,Earth,3.213,0.028,31382.599999999977,1984.0,2006.0,0.01575999999999933,2.66329,Missing,2.0,23.441000000000003,Significant,Fair,2020.0,0.1296,78.2,288.6,12.45
SOAD01251,Navaldia,Yes,Flood Risk Reduction,Concrete,5.496,0.167,76183.6,1995.0,2009.0,0.0,0.0,Uncontrolled,4.699999999999999,19.979999999999997,Significant,Fair,2019.0,0.1507,19.3,311.1,17.48
SOAD01374,Navaldia,Yes,Flood Risk Reduction,Earth,3.889,0.117,129710.70000000001,1972.0,2003.0,0.39281799999999967,0.0,Uncontrolled,2.0,17.778,Significant,Fair,2020.6,0.1215,451.1,348.9,18.04
SOAD03552,Navaldia,Yes,Recreation,Earth,4.689,0.07,14321.100000000006,1982.0,2010.0,0.01576,5.32658,Missing,2.0,16.281,Significant,Poor,2015.7,0.137,18.6,32.5,6.1
SOAD05302,Navaldia,Yes,Recreation,Earth,6.739,0.073,66599.4,1986.0,1997.0,0.01773,0.0,Uncontrolled,5.0,7.18,Significant,Not Rated,2021.0,0.1423,27.0,135.5,7.5
SOAD06430,Navaldia,Yes,Other,Missing,6.183,0.6184999999999999,2.9103830456733704e-11,1963.0,2008.0,0.1353390000000001,0.0,Missing,2.0,10.080000000000002,Significant,Not Rated,2019.5,0.1592,342.4,186.7,10.11
SOAD08078,Navaldia,Yes,Flood Risk Reduction,Earth,6.5,0.2,56083.29999999999,1979.0,2007.0,0.05259900000000073,13.31645,Missing,2.0,29.305,Significant,Not Rated,2018.1,0.1676,188.6,94.0,14.16
SOAD08735,Lyndrassia,No,Missing,Earth,17.885,0.14,42407.0,1971.0,2004.0,0.07486,868.23254,Uncontrolled,1.0,9.868,High,Poor,2019.0,0.1245,46.5,512.9,6.33
SOAD08991,Navaldia,Yes,Flood Risk Reduction,Earth,4.186,0.133,122478.0,1983.0,2006.0,0.39419700000000013,2.66329,Missing,2.0,12.857000000000001,Significant,Poor,2016.7,0.1478,460.0,314.3,13.06
SOAD10981,Navaldia,Yes,Missing,Missing,5.126,0.092,312186.80000000005,1992.0,2002.0,0.01182,0.0,Uncontrolled,5.0,3.433,High,Fair,2021.0,0.0956,15.6,865.9,8.969999999999999
SOAD14049,Lyndrassia,Yes,Recreation,Earth,6.984,0.127,11856.799999999988,1963.0,2004.0,0.23403600000000013,17.04505599999993,Missing,1.2000000000000002,71.71,Significant,Missing,2017.3,0.1273,249.2,191.3,4.9
SOAD14340,Navaldia,Yes,Missing,Missing,4.179,0.092,314475.70000000007,1992.0,2002.0,0.01182,0.0,Uncontrolled,5.0,3.4329999999999963,High,Fair,2021.0,0.1023,17.7,866.7,9.11
SOAD16126,Lyndrassia,No,Recreation,Earth,6.16,0.2212,0.0,1990.0,1994.0,0.00788,727.07817,Uncontrolled,0.0,1.66,High,Not Rated,2011.5,0.0874,17.0,667.1,7.3
SOAD18953,Navaldia,Yes,Missing,Missing,3.234,0.183,957645.1000000001,1992.0,2002.0,0.02167,1.8643030000000635,Uncontrolled,5.0,3.2819999999999965,High,Fair,2023.0,0.0887,6.4,827.7,9.05
SOAD01088,Lyndrassia,No,Missing,Earth,7.251,0.1788,0.0,1954.0,2004.0,0.00788,266.329,Missing,0.0,8.14,High,Not Rated,2014.0,0.107,30.9,199.1,15.89
SOAD02260,Navaldia,Yes,Other,Earth,3.844,0.053,68829.6,1980.0,2004.0,0.06107,7.98987,Uncontrolled,5.0,10.646,Significant,Fair,2023.0,0.1067,26.3,473.8,23.119999999999997
SOAD02426,Navaldia,Yes,Missing,Missing,5.107,0.06,58577.09999999998,2003.0,2009.0,0.00788,0.0,Uncontrolled,5.0,13.068999999999999,Significant,Fair,2023.0,0.0978,7.0,106.8,22.959999999999997
SOAD03198,Navaldia,Yes,Recreation,Earth,7.737,0.087,14534.240000000049,1886.0,2010.0,0.01379,2.66329,Missing,1.0,4.022,High,Fair,2020.3,0.0935,16.7,579.3,6.7
SOAD03788,Flumevale,Yes,Recreation,Earth,2.778,0.1,698.0,1933.0,1988.0,0.01773,7.98987,Uncontrolled,2.0,0.0,Significant,Satisfactory,2022.0,0.1303,43.8,343.5,5.8
SOAD08315,Navaldia,Yes,Flood Risk Reduction,Earth,5.768,0.033,62359.09999999998,2001.0,2002.0,0.00394,2.66329,Uncontrolled,2.0,7.706999999999999,Significant,Not Rated,2020.7,0.1646,15.1,465.8,22.94
SOAD14643,Navaldia,Yes,Missing,Earth,2.899,0.0,58694.09999999998,1980.0,1997.0,0.0,0.0,Uncontrolled,5.0,2.96,High,Not Rated,2023.0,0.0697,11.0,943.9,9.549999999999999
SOAD15493,Navaldia,Yes,Recreation,Earth,7.259,0.05,7894.399999999994,1941.0,2007.0,0.00788,2.66329,Missing,2.0,42.583,Significant,Fair,2019.9,0.1287,25.8,384.0,8.9
SOAD15721,Navaldia,Yes,Recreation,Earth,3.34,0.092,53224.80000000002,1950.0,2012.0,0.02167,2.66329,Missing,2.0,11.837,Significant,Unsatisfactory,2020.2,0.166,47.1,308.9,7.5
SOAD16484,Navaldia,Yes,Flood Risk Reduction,Earth,1.775,0.25,70531.4,1990.0,2012.0,0.00788,0.0,Missing,2.0,31.078999999999997,Significant,Fair,2020.5,0.1485,15.2,259.5,11.099999999999998
SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,62814.5,1988.0,2013.0,0.00788,2.66329,Missing,2.0,18.741,Significant,Fair,2020.5,0.1396,33.6,463.7,11.979999999999999
SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,88641.50000000001,1992.0,2010.0,0.26575300000000013,0.0,Missing,2.0,18.380000000000003,Significant,Poor,2018.8,0.153,369.0,339.1,5.3
SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,38127.899999999994,1934.0,2000.0,0.00394,2.66329,Uncontrolled,1.0,1.6039999999999992,High,Fair,2020.3,0.0991,15.0,927.6,8.2
SOAD20514,Navaldia,Yes,Recreation,Concrete,4.016,0.027,38245.562999999995,1970.0,2004.0,0.01379,7.98987,Uncontrolled,2.0,14.754,Significant,Satisfactory,2018.0,0.1239,36.0,167.3,7.8
SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,1955.0,2005.0,0.00591,0.0,Uncontrolled,5.0,4.75,High,Fair,2023.0,0.0597,20.6,382.0,8.1
SOAD05612,Navaldia,Yes,Missing,Earth,8.192,0.117,74268.20000000001,1959.0,2016.0,0.01576,0.0,Uncontrolled,5.0,1.4860000000000007,High,Not Rated,2022.0,0.103,31.9,884.7,10.410000000000002
SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,81149.69999999998,1934.0,1998.0,0.0,2.66329,Uncontrolled,5.0,0.16,High,Fair,2020.0,0.0813,32.0,224.1,19.689999999999998
SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,28959.50000000003,1982.0,2011.0,0.00394,0.0,Missing,2.0,18.694000000000003,Significant,Fair,2021.6,0.1318,27.8,452.5,6.309999999999999
SOAD08746,Flumevale,Yes,Flood Risk Reduction,Earth,13.48,0.12,8900.0,2005.0,2009.0,0.00788,0.0,Uncontrolled,1.0,0.0,High,Fair,2020.0,0.0965,8.6,531.1,19.9
SOAD08992,Lyndrassia,No,Recreation,Missing,7.043,0.11980000000000002,0.0,1991.0,1988.0,0.00788,1211.79695,Missing,0.0,0.0,High,Not Rated,2019.2,0.0973,40.6,890.8,7.1
SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,20359.899999999994,1990.0,1994.0,0.01379,0.0,Uncontrolled,5.0,11.465,Significant,Not Rated,2016.0,0.0986,18.5,176.5,23.74
SOAD10791,Navaldia,Yes,Missing,Missing,4.832,0.09,304989.20000000007,1992.0,2001.0,0.01379,0.0,Uncontrolled,5.0,3.658999999999999,High,Fair,2021.0,0.0869,12.8,818.5,13.719999999999999
SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,115389.5,1958.0,2008.0,1.555118,2.66329,Missing,1.0,8.837,High,Poor,2020.2,0.1252,496.4,707.3,5.450000000000001
SOAD13834,Navaldia,No,Missing,Earth,4.727,0.15,20736.800000000017,1984.0,1991.0,0.01379,12.783791999999721,Uncontrolled,2.3,11.081,Significant,Not Rated,2019.0,0.1706,30.1,307.9,12.21
SOAD17371,Navaldia,Yes,Recreation,Arch,5.356,0.037,13403.49999999997,1927.0,1997.0,0.03349,13.31645,Missing,2.0,23.35,Significant,Fair,2015.7,0.1163,33.9,252.4,5.4
SOAD00525,Lyndrassia,Yes,Recreation,Earth,21.487,0.077,35000.0,1995.0,1995.0,0.01576,0.0,Uncontrolled,2.0,0.0,High,Satisfactory,2007.0,0.0843,5.5,925.7,5.2
SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,139575.1,1959.0,1995.0,4.721893,7.98987,Uncontrolled,1.0,5.883999999999999,High,Satisfactory,2021.4,0.1016,721.2,807.1,24.46
SOAD03922,Navaldia,Yes,Water Supply,Buttress,3.958,0.047,33466.79999999999,1971.0,1984.0,0.02955,11.71847600000001,Uncontrolled,5.0,0.16,Significant,Not Rated,2021.0,0.1305,14.5,311.2,48.5
SOAD04924,Navaldia,Yes,Missing,Earth,6.356,0.093,99878.66300000002,2003.0,2002.0,0.00788,0.0,Uncontrolled,5.0,5.135,Significant,Satisfactory,2023.0,0.1111,32.5,436.1,6.829999999999998
SOAD11043,Lyndrassia,No,Recreation,Missing,7.922,0.2969,0.0,1990.0,1998.0,0.00788,1845.6599700000002,Missing,0.0,0.0,Significant,Not Rated,2017.2,0.1553,12.3,347.8,3.7
SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,114209.0,1988.0,2008.0,0.058705999999999925,2.66329,Missing,2.0,18.745,Significant,Satisfactory,2015.4,0.1185,336.9,192.2,9.760000000000002
SOAD14453,Navaldia,No,Missing,Earth,3.548,0.133,24249.399999999965,1982.0,1989.0,0.02561,19.175688000000036,Uncontrolled,3.8,14.222999999999999,Significant,Not Rated,2020.0,0.1422,21.4,70.1,14.199999999999998
SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,30233.0,1970.0,1995.0,0.01182,0.0,Uncontrolled,4.2,15.801000000000002,Significant,Not Rated,2015.0,0.1387,45.0,431.7,8.3
SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,90018.70000000003,1987.0,2009.0,0.01379,2.66329,Missing,1.0,7.76,High,Fair,2020.5,0.1046,10.7,613.5,18.3
SOAD20623,Lyndrassia,No,Recreation,Missing,7.612,0.13039999999999996,0.0,1990.0,1992.0,0.00788,1986.548011,Missing,0.0,0.0,High,Not Rated,2019.2,0.1459,19.4,317.7,7.1
SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,47239.399999999994,1958.0,1994.0,0.02167,2.66329,Uncontrolled,5.0,2.105999999999998,High,Fair,2020.0,0.0752,9.6,915.9,6.2
SOAD02990,Navaldia,Yes,Flood Risk Reduction,Earth,7.524,0.047,109319.09999999999,1989.0,2009.0,2.368137,2.66329,Missing,1.0,4.933,High,Fair,2020.3,0.1191,918.0,861.2,5.839999999999998
SOAD07856,Lyndrassia,Yes,Flood Risk Reduction,Earth,14.225,0.117,45000.0,1992.0,1991.0,0.01576,0.0,Uncontrolled,3.0,0.0,High,Satisfactory,2007.0,0.0924,42.4,216.5,5.149999999999999
SOAD08929,Navaldia,Yes,Recreation,Earth,2.789,0.093,44793.100000000006,1939.0,2003.0,0.03349,23.96961,Uncontrolled,2.0,20.133,Significant,Fair,2020.2,0.1218,15.8,372.5,6.3
SOAD10234,Flumevale,Yes,Water Supply,Earth,7.349,0.06,51429.50000000003,2007.0,2016.0,0.00788,0.0,Uncontrolled,2.0,3.35,Significant,Satisfactory,2021.0,0.1222,33.1,879.3,54.1
SOAD12835,Flumevale,Yes,Water Supply,Earth,7.45,0.093,7400.0,1964.0,2011.0,0.00788,0.0,Uncontrolled,2.0,4.63,Significant,Satisfactory,2021.0,0.1031,39.9,162.8,46.6
SOAD14502,Navaldia,Yes,Recreation,Earth,3.413,0.05,59144.86299999998,2005.0,2005.0,0.01182,2.66329,Uncontrolled,2.0,11.228,Significant,Satisfactory,2019.8,0.1276,28.6,397.8,4.5
SOAD14830,Navaldia,Yes,Recreation,Earth,3.355,0.133,33957.100000000006,1982.0,2016.0,0.01576,5.32658,Missing,2.0,13.088,Significant,Poor,2016.7,0.1463,27.5,271.9,3.4
SOAD16585,Navaldia,Yes,Missing,Earth,4.415,0.127,75103.20000000001,1966.0,2001.0,0.02167,2.66329,Uncontrolled,5.0,1.0850000000000009,High,Fair,2014.0,0.0828,15.2,796.2,6.729999999999999
SOAD18689,Navaldia,Yes,Flood Risk Reduction,Earth,4.56,0.197,28770.399999999994,2005.0,2012.0,0.016745000000000232,2.66329,Missing,2.0,31.273,Significant,Fair,2020.8,0.155,66.0,247.2,10.91
SOAD19237,Navaldia,Yes,Missing,Earth,3.434,0.035,51341.0,2000.0,2006.0,0.00788,119.84805,Uncontrolled,3.8,20.486,Significant,Fair,2019.0,0.1319,43.3,340.0,13.06
SOAD04037,Navaldia,Yes,Flood Risk Reduction,Earth,4.026,0.1,200389.9,1993.0,2004.0,0.01576,0.0,Uncontrolled,5.0,0.0,High,Satisfactory,2019.0,0.0608,43.4,124.7,10.719999999999999
SOAD05573,Navaldia,Yes,Flood Risk Reduction,Earth,8.4,0.068,107807.49999999999,1986.0,2014.0,2.821237,2.66329,Missing,1.0,3.2319999999999993,High,Satisfactory,2015.9,0.0839,779.0,840.8,5.91
SOAD06120,Navaldia,No,Missing,Earth,6.792,0.105,22034.20000000001,1979.0,1996.0,0.01379,90.55186,Uncontrolled,1.9,12.783999999999999,Significant,Not Rated,2020.0,0.1704,19.3,39.0,9.840000000000002
SOAD13066,Navaldia,Yes,Missing,Missing,3.844,0.453,333654.9000000001,1983.0,2007.0,0.01773,0.0,Missing,5.0,5.887000000000002,High,Fair,2020.0,0.1005,19.8,694.2,18.4
SOAD15736,Navaldia,Yes,Recreation,Earth,8.337,0.072,9751.900000000052,1914.0,2009.0,0.01576,2.66329,Missing,2.0,45.571999999999996,Significant,Poor,2016.4,0.1459,35.9,92.3,8.5
SOAD20087,Navaldia,Yes,Flood Risk Reduction,Earth,8.197,0.098,84299.5,1982.0,2006.0,0.00985,2.66329,Missing,2.0,13.600000000000001,Significant,Fair,2019.8,0.1534,43.3,397.0,11.709999999999999
SOAD00195,Navaldia,Yes,Missing,Earth,6.562,0.098,80666.7,1966.0,2000.0,0.02364,2.66329,Uncontrolled,2.0,4.534999999999998,High,Unsatisfactory,2022.0,0.1339,42.9,626.6,6.879999999999999
SOAD00368,Navaldia,Yes,Flood Risk Reduction,Earth,9.16,0.06,109156.0,1990.0,2007.0,3.2800499999999997,2.66329,Missing,1.0,7.32,High,Satisfactory,2014.0,0.1008,849.0,693.6,6.58
SOAD01805,Flumevale,No,Debris Control,Earth,24.241,0.167,0.0,1938.0,1998.0,0.00788,13.31645,Uncontrolled,5.0,3.2089999999999996,High,Not Available,2020.6,0.078,32.3,681.5,20.71
SOAD03479,Navaldia,Yes,Recreation,Earth,10.136,0.108,45550.399999999965,1957.0,2009.0,0.01773,2.66329,Missing,5.0,29.179000000000002,Low,Not Rated,2014.0,0.0332,8.4,19.5,8.8
SOAD03755,Navaldia,Yes,Recreation,Earth,3.47,0.077,24935.699999999953,1946.0,2002.0,0.00591,5.32658,Uncontrolled,2.0,1.3770000000000024,High,Poor,2019.0,0.1284,11.7,706.5,4.0
SOAD05175,Navaldia,Yes,Flood Risk Reduction,Earth,3.762,0.127,84889.00000000001,2004.0,2011.0,2.94318,2.66329,Missing,1.0,4.196999999999997,High,Satisfactory,2017.8,0.0764,905.6,853.3,6.000000000000002
SOAD08505,Navaldia,Yes,Flood Risk Reduction,Earth,2.78,0.167,63127.399999999994,1986.0,2013.0,0.00788,5.32658,Missing,2.0,39.642,Significant,Fair,2020.2,0.1426,30.8,57.2,11.52
SOAD09636,Navaldia,Yes,Water Supply,Earth,10.192,0.063,60598.140000000014,1926.0,2011.0,0.00788,10.65316,Missing,1.0,7.818,High,Fair,2021.5,0.1095,5.2,568.4,25.4
SOAD10902,Navaldia,Yes,Recreation,Earth,5.346,0.08,5343.299999999988,1938.0,2010.0,0.02167,2.66329,Missing,2.0,46.007,Significant,Fair,2019.3,0.1572,9.1,273.8,4.7
SOAD13575,Navaldia,Yes,Flood Risk Reduction,Earth,7.119,0.043,113523.70000000001,1974.0,2007.0,14.929054000000002,2.66329,Missing,1.0,3.2059999999999995,High,Fair,2021.1,0.0961,793.5,928.7,5.909999999999997
SOAD13805,Flumevale,No,Fish and Wildlife Pond,Earth,4.377,0.058,2461.0,1934.0,1982.0,0.0,0.0,Uncontrolled,2.5,25.04,Significant,Not Rated,2021.0,0.1194,5.0,123.9,20.89
SOAD14755,Navaldia,Yes,Other,Earth,8.556,0.037,20042.400000000023,1964.0,2013.0,0.00394,0.0,Missing,2.0,17.226,Significant,Satisfactory,2016.8,0.1385,11.7,43.4,6.199999999999999
SOAD15283,Navaldia,Yes,Recreation,Earth,7.514,0.067,29235.140000000014,1931.0,2011.0,0.01773,5.32658,Missing,1.0,5.945,High,Fair,2021.0,0.1177,28.3,551.7,9.1
SOAD15911,Navaldia,Yes,Recreation,Earth,4.349,0.115,7894.399999999994,1938.0,2006.0,0.02364,2.66329,Missing,2.0,49.584999999999994,Significant,Fair,2019.3,0.1379,34.5,314.4,4.2
SOAD16757,Navaldia,Yes,Flood Risk Reduction,Earth,5.569,0.333,109843.2,1972.0,2008.0,15.011005999999998,2.66329,Missing,1.0,6.658000000000003,High,Fair,2019.4,0.0982,788.0,667.3,6.399999999999999
SOAD17127,Navaldia,Yes,Flood Risk Reduction,Earth,3.422,0.067,52252.600000000006,1999.0,2010.0,0.016351000000000226,5.32658,Missing,2.0,11.797,Significant,Satisfactory,2015.4,0.1119,125.5,397.9,10.83
SOAD00910,Navaldia,Yes,Missing,Earth,3.985,0.158,74034.99999999997,1954.0,1999.0,0.02955,0.0,Uncontrolled,2.0,5.523,High,Poor,2019.0,0.1359,35.3,511.3,7.040000000000001
SOAD03137,Flumevale,Yes,Hydroelectric,Earth,9.44,0.136,46397.20000000001,1983.0,2002.0,0.0197,40.48200799999995,Missing,2.0,26.357999999999997,Low,Satisfactory,2023.0,0.0644,15.0,8.5,48.849999999999994
SOAD03483,Lyndrassia,No,Grade Stabilization,Earth,11.399,0.071,7290.0,1993.0,2005.0,0.05319,1251.7463,Uncontrolled,0.0,22.719,Low,Not Rated,2016.1,0.0772,18.7,10.5,20.419999999999998
SOAD03983,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.229,0.043,16753.699999999983,1938.0,1992.0,0.13868800000000014,39.416691999999784,Missing,1.5,10.07,Low,Missing,2017.1,0.0782,19.0,334.5,18.77
SOAD04257,Navaldia,No,Missing,Missing,3.08,0.3913,2.9103830456733704e-11,1984.0,1969.0,0.03349,701.5105859999999,Missing,0.4999999999999998,14.820999999999998,Significant,Not Rated,2014.0,0.1372,32.7,334.3,5.370000000000001
SOAD05038,Navaldia,Yes,Recreation,Earth,3.49,0.017,8143.3000000000175,1916.0,2010.0,0.04925,10.65316,Missing,2.0,44.964,Significant,Fair,2019.2,0.1358,41.2,80.1,4.0
SOAD06212,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.247,0.133,2000.0,1965.0,1997.0,0.00788,93.21515,Uncontrolled,0.0,29.429000000000002,Low,Not Rated,2014.8,0.0931,33.0,22.8,23.99
SOAD06797,Navaldia,No,Recreation,Earth,0.0,0.0,14754.200000000012,1974.0,1994.0,0.01576,0.0,Missing,5.0,18.155,Significant,Not Rated,2014.0,0.1492,29.2,178.4,4.1
SOAD06951,Lyndrassia,Yes,Flood Risk Reduction,Earth,15.695,0.117,0.0,1992.0,1991.0,0.01773,0.0,Uncontrolled,3.0,0.0,High,Satisfactory,2007.0,0.0858,8.8,707.7,8.110000000000001
SOAD07781,Navaldia,Yes,Recreation,Earth,1.784,0.1405,15533.70000000004,2002.0,2012.0,0.0197,2.66329,Missing,2.0,15.060000000000002,Significant,Not Rated,2015.1,0.1246,20.6,261.4,7.7
SOAD09660,Navaldia,Yes,Water Supply,Earth,6.302,0.293,11013.899999999994,1993.0,2014.0,0.01379,2.66329,Missing,2.0,30.203000000000003,Significant,Not Rated,2017.5,0.1701,16.2,124.8,64.1
SOAD10274,Navaldia,Yes,Recreation,Earth,5.35,0.132,10877.399999999994,2002.0,2012.0,0.02167,2.66329,Missing,2.0,12.389000000000001,Significant,Not Rated,2014.4,0.1157,15.2,407.3,5.5
SOAD11672,Navaldia,Yes,Missing,Earth,7.312,0.133,66713.19999999998,1964.0,1994.0,0.01576,0.0,Uncontrolled,5.0,1.4559999999999995,High,Not Rated,2023.0,0.0969,46.5,867.3,10.690000000000001
SOAD13606,Navaldia,Yes,Irrigation,Earth,7.459,0.117,90018.70000000003,1987.0,2009.0,0.00788,2.66329,Missing,1.0,6.293000000000001,High,Fair,2020.7,0.0957,21.6,665.9,7.3
SOAD13959,Navaldia,Yes,Recreation,Earth,9.452,0.107,3200.0,1852.0,2011.0,0.00788,2.66329,Missing,2.0,21.797,Significant,Fair,2018.1,0.1285,43.1,290.6,6.8
SOAD14676,Lyndrassia,No,Grade Stabilization,Earth,11.913,0.074,6250.0,1997.0,1986.0,0.00788,0.0,Uncontrolled,-4.440892098500626e-16,101.95,Low,Not Available,2015.6,0.0921,31.9,96.9,27.59
SOAD18509,Flumevale,Yes,Recreation,Earth,5.384,0.193,25105.70000000001,1952.0,1992.0,0.01576,0.0,Missing,2.0,6.48,Significant,Satisfactory,2021.0,0.1246,38.9,358.6,4.3
SOAD19292,Navaldia,Yes,Flood Risk Reduction,Earth,8.455,0.075,65491.399999999994,1984.0,2002.0,0.0,2.66329,Uncontrolled,2.0,0.0,High,Not Rated,2023.0,0.0811,26.3,360.7,19.43
SOAD19595,Navaldia,Yes,Recreation,Earth,3.887,0.167,63780.59999999998,1941.0,2012.0,0.02364,0.0,Missing,2.0,13.482000000000003,Significant,Satisfactory,2020.1,0.1495,29.5,406.3,3.3
SOAD19983,Navaldia,Yes,Recreation,Earth,7.284,0.102,14321.100000000006,1987.0,2010.0,0.01576,0.0,Missing,2.0,17.005000000000003,Significant,Not Rated,2015.2,0.1392,25.9,122.4,8.8
SOAD20558,Flumevale,Yes,Recreation,Other,4.556,0.284,0.0,1940.0,1992.0,0.02364,0.0,Uncontrolled,2.0,0.0,Significant,Fair,2022.0,0.1407,13.2,108.1,8.7
SOAD00944,Lyndrassia,No,Grade Stabilization,Earth,10.153,0.092,9558.0,1996.0,2006.0,0.00788,234.36952,Uncontrolled,0.0,32.916,Low,Not Rated,2016.0,0.1034,35.8,9.9,27.1
SOAD01763,Navaldia,Yes,Flood Risk Reduction,Earth,4.393,0.133,66775.9,1982.0,2010.0,0.016745000000000232,2.66329,Missing,2.0,45.28099999999999,Significant,Fair,2020.1,0.1259,151.1,110.4,17.24
SOAD02095,Navaldia,Yes,Recreation,Stone,12.447,0.037,331605.20000000007,1914.0,2001.0,0.38966600000000007,5.32658,Missing,5.0,18.441,Low,Not Rated,2015.5,0.0513,5.2,14.5,9.4
SOAD05098,Navaldia,Yes,Other,Earth,17.434,0.055,35898.69999999998,1982.0,2011.0,0.00394,0.0,Missing,2.0,23.898,Significant,Satisfactory,2013.6,0.1137,32.5,116.2,7.3199999999999985
SOAD05797,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.642,0.157,9450.0,1983.0,2007.0,0.03152,873.55912,Missing,0.0,28.726,Low,Not Rated,2014.0,0.1136,12.4,19.3,29.45
SOAD08010,Lyndrassia,No,Missing,Missing,7.31,0.13369999999999999,0.0,1968.0,1953.0,0.01773,2698.711757,Missing,0.0,0.0,High,Not Rated,2017.7,0.1324,45.1,302.6,4.969999999999999
SOAD08042,Lyndrassia,No,Grade Stabilization,Earth,11.472,0.073,5313.0,1997.0,2007.0,0.03349,1997.4675,Uncontrolled,0.0,29.820999999999998,Low,Not Rated,2015.6,0.0798,45.7,18.3,24.05
SOAD09496,Navaldia,Yes,Recreation,Earth,3.75,0.167,47239.399999999994,1958.0,1997.0,0.01576,0.0,Uncontrolled,5.0,1.7940000000000005,High,Fair,2019.0,0.0873,44.0,752.9,6.0
SOAD09511,Lyndrassia,Yes,Missing,Missing,12.921,0.034,2.9103830456733704e-11,2004.0,2009.0,0.00985,2.66329,Missing,0.8,7.84,Significant,Unsatisfactory,2016.0,0.1919,20.7,471.7,8.56
SOAD10593,Flumevale,Yes,Missing,Earth,8.948,0.16,24771.900000000023,1953.0,1989.0,0.03349,45.27593,Uncontrolled,6.0,1.61,Low,Unsatisfactory,2011.0,0.0936,5.4,953.9,13.71
